#,Sistema-Modulo,Projeto-Modulo,# Projeto Hierarquia,Projeto Hierarquia,Tipo,Situação,Título,Atribuído para,Catálogo_01 (Memora - 13/2020),HET (Real),qtd_servicos,Início,Tarefa pai,Qtd. de Anexos
78047,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implantação,Fechada,Correção Nota de rodapé ,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-03-22,58361,4
78029,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Manter Conta Corrente | Correções 2,Carlos Augusto Costa Bastos,,,,2023-03-22,58361,7
78002,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Relatório - Alteração de regra Checklist automatizado por órgão,Carlos Augusto Costa Bastos,,,,2023-03-22,58361,7
77987,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Criar novas telas do Manter fechamento Mensal,Jose Humberto Froes Junior,12-NovaFuncionalidade-InterfacedeUsuário(acimade20atrib),,5,2023-03-21,58361,4
77986,SCG - Sistema de Contabilidade Geral (Agente),SCG-Integrações,65235,SCG-Integrações,Implementação,Fechada,Inclusão de campo de Órgão 1704,Carlos Augusto Costa Bastos,,,,2023-03-21,68245,3
77979,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração Relatório Comparativo SCG SiofiNet Execução Despesa 2022,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-Alteração/ExclusãodeRegradeNegócio,,1,2023-03-21,58361,0
77978,SCG - Sistema de Contabilidade Geral (Agente),SCG-Integrações,65235,SCG-Integrações,Implementação,Fechada,Alteração de Finalidades de Precatórios,Carlos Augusto Costa Bastos,,,,2023-03-21,75432,2
77944,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração de regra Checklist automatizado Consolidado,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-03-21,58361,6
77935,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Relatório Superávit Contábil | Correção campo Exercício,Marco Antonio Silva Pegado,,,,2023-03-21,58361,1
77933,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Dem. Disp. CUTE - Fora CUTE | Correção campo MÊS FINAL / ANO,Marco Antonio Silva Pegado,,,,2023-03-21,58361,0
77932,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Dem. Disp. CUTE - Demais Contas | Correção campo MÊS FINAL / ANO,Marco Antonio Silva Pegado,,,,2023-03-21,58361,0
77931,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Dem. Disp. CUTE - Conta 10.000 | Correção campo MÊS FINAL / ANO,Marco Antonio Silva Pegado,,,,2023-03-21,58361,1
77909,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),68588,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Teste,Fechada,Teste e validação de entregas SPC,Junior Batista Menezes,25-TestesFuncionaisManuais,,5,2023-03-13,68588,10
77888,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Batch - Comparativo Encerramento X Abertura | Exercício sem validação,Marco Antonio Silva Pegado,,,,2023-03-20,58361,1
77885,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),68588,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Análise,Fechada,Analise de erros nos relatórios SPC,Junior Batista Menezes,10-Estudo/AnálisedeSistemaLegado,,4,2023-03-13,68588,3
77831,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Função de parametrização - Compara fonte de débito igual crédito,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-03-17,58361,3
77824,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração Relatório Comparativo SCG SiofiNet Execução Despesa versão 2023,Carlos Augusto Costa Bastos,,,,2023-03-17,58361,5
77815,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Criar funcionalidade de inscrição em Lote de Créditos e Obrigações [sql],Geison Leal Feitosa,,,,2023-03-17,75440,0
77814,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,Criar funcionalidade de inscrição em Lote de Créditos e Obrigações [backend],Geison Leal Feitosa,,,,2023-03-17,75440,0
77759,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,ALTERAÇÃO DE RELATÓRIOS - SPC [TODOS OS RELATÓRIOS] {backend-alteração},Alessandro Jorge Rodrigues da Silva,,,,2023-03-16,69398,0
77756,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Manter Conta Corrente | Correções,Carlos Augusto Costa Bastos,,,,2023-03-16,58361,5
77752,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Criar job para excluir os relatórios solicitados,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-03-16,58361,6
77742,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Implementação,Fechada,ALTERAÇÃO DE RELATÓRIOS - SPC [TODOS OS RELATÓRIOS] ,Alessandro Jorge Rodrigues da Silva,,,,2023-03-16,69398,0
77741,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Registro Saldo Escritural DDRs | campo Período não permite digitação,Marco Antonio Silva Pegado,,,,2023-03-16,58361,3
77740,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Demonstrativo Fechamento Bancário Mensal CUTE | campo Período não permite digitação,Marco Antonio Silva Pegado,,,,2023-03-16,58361,2
77739,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Demonstrativo de Saldo Bancário da CUTE | campo Período não permite digitação,Marco Antonio Silva Pegado,,,,2023-03-16,58361,2
77737,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Manter Orgão Contabiliza | Campo Orgão sem validação e limitador,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-03-16,58361,0
77736,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Tela Manter Orgão | Campo Orgão sem validação e limitador,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-03-16,58361,0
77730,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,CLP - Conjunto de Lançamentos Padrões | Campo Código sem validação,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-03-16,58361,1
77725,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Manter Fechamento Contábil Mensal - aba  Fechamento Contábil Mensal | Ordenação dos órgãos,Marco Antonio Silva Pegado,,,,2023-03-16,58361,0
77698,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Alteração job ARR diário e por período,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,2,2023-03-15,58361,1
77685,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,OrgaoDAOJpa - consultarPorCodigoSemExcessao | FuncaoNomeOrgaoUtil - Correção dos nomes dos relatórios gerados ,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,1,2023-03-15,58361,1
77684,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,"Funcionalidade Fechamento Mensal, não carrega tela.",Darckles Pereira de Almeida,,,,2023-03-15,,0
77652,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Tela Manter Regra Contábil - Testar Regra CC-Siofi | Sem validações,Carlos Augusto Costa Bastos,,,,2023-03-15,58361,1
77647,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Fechamento bancário mensal (2017) | Mensagem de Erro ao carregar tela,Carlos Augusto Costa Bastos,,,,2023-03-15,58361,1
77641,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Relatórios Dinâmicos - Manter Estrutura | Ajustar botão de  Limpar,Marco Antonio Silva Pegado,,,,2023-03-15,58361,1
77637,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,[Back-End] Tela Manter Conta Corrente - Limite FONTE e CO e Validações,Marco Antonio Silva Pegado,,,,2023-03-15,58361,0
77636,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Geração de versão Março (Homologação),Jose Humberto Froes Junior,30-DeploymentdeAplicação,,10,2023-03-15,58361,0
77635,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Manter Vínculos - Banco Agencia Conta | Tela de Erro,Marco Antonio Silva Pegado,,,,2023-03-15,58361,2
77634,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Correção,Fechada,Monitoramento Conta Tesouro - Tela Verde,Carlos Augusto Costa Bastos,,,,2023-03-15,58361,0
77628,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Erro de paginação - Órgão 3163 [backend-alteracao],Geison Leal Feitosa,,,,2023-03-14,70884,0
77563,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),66266,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Correção,Fechada,Erro de paginação - Órgão 3163,Geison Leal Feitosa,,,,2023-03-14,70884,1
77549,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Classe Orgao - Método  setNome e setNomeReduzido - FuncaoNomeOrgaoUtil,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,3,2023-03-14,58361,4
77536,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Criar nova verdão SQL - RelatorioSuperavitContabil_2023Repository.java.java,Marco Antonio Silva Pegado,,,,2023-03-13,58361,2
77528,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Criar nova verdão SQL - InventarioAlmoxarifadoRepository2023.java,Carlos Augusto Costa Bastos,,,,2023-03-13,58361,2
77517,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Tela Manter Conta Corrente - Limite FONTE e CO e Validações,Marco Antonio Silva Pegado,,,,2023-03-13,58361,3
77516,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Implementação,Fechada,Inclusão de regra para excluir relatórios do balanço web,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,4,2023-03-13,58361,4
77485,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração SQL - DemonstrativoRestoApagarUnidadeRepository2023.java,Carlos Augusto Costa Bastos,,,,2023-03-13,58361,4
77484,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,,,Implementação,Fechada,Monitor de Relatórios ( Lista de Relatórios não Limpa ),Darckles Pereira de Almeida,,,,2023-03-13,,2
77482,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Tela Manter Conta Corrente - Campos de texto ficando em branco,Jose Humberto Froes Junior,21-Manutenções-CorreçõesdeBugsemComponentes,,,2023-03-13,58361,1
77481,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Tela Manter Conta Corrente - Erro Fonte V3,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-03-10,58361,2
77332,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Correção,Fechada,Alterar nome do arquivo na saída do relatório [Alteração Fontend],Alessandro Jorge Rodrigues da Silva,,,,2023-03-10,69398,0
77293,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Ajustes na tela - Manter Finalidade,Carlos Augusto Costa Bastos,,,,2023-03-10,58361,6
77227,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Correção,Fechada,Erro no totalizador do relatório,Alessandro Jorge Rodrigues da Silva,,,,2023-03-10,69398,2
77214,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração SQL - RolOrdenadoresDespesaRepository.java,Marco Antonio Silva Pegado,,,,2023-03-10,58361,1
77210,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração SQL - RelOrgaoNaturezaFonteRepository.java,Carlos Augusto Costa Bastos,,,,2023-03-10,58361,4
77191,SPC - Sistema de Prestação de Contas,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),68588,*SPC - Sistema de Prestação de Contas (Manutenções Corretivas),Atividade,Fechada,Acompanhamento de implantação em produção - SPC [Março 2023],Junior Batista Menezes,32-OperaçãoAssistidadeApoio,,,2023-03-10,68588,11
77102,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Manter Fonte de Destinação - Carregamento demorado,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-03-09,58361,3
77096,SPC - Sistema de Prestação de Contas,SCG-Integrações,65233,SCG-Integrações,Atividade,Fechada,Protótipo de Funcionalidade de  Inscrição em Lote ,Junior Batista Menezes,39-PrototipaçãodeFuncionalidade,,,2023-03-09,75440,5
77052,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Correção da consulta de movimento contábeis ,Jose Humberto Froes Junior,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-03-09,58361,2
77016,SCG - Sistema de Contabilidade Geral (Serviços),SCG - Sistema de Contabilidade Geral (Manutenções corretivas) ,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,OrgaoDAOJpa - FuncaoNomeOrgaoUtil | Métodos pesquisarOrgaosAcesso,Daniel Ricardo Dos Santos Pelusci,21-Manutenções-AtributosFormulário/Relatório/Serviço,,,2023-03-09,58361,3
76974,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração SQL - RelatorioSuperavitContabil_2022Repository.java,Marco Antonio Silva Pegado,,,,2023-03-09,58361,2
76926,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração SQL - InventarioMovelImovelRepository.java,Marco Antonio Silva Pegado,,,,2023-03-09,58361,6
76912,"SCG - Sistema de Contabilidade Geral (Web, Domínio)",*Ajustes e Aprimoramento dos Relatórios SCG - 2022,58361,*Ajustes e Aprimoramento dos Relatórios SCG - 2022,Atividade,Fechada,Alteração SQL - DemonstrativoRestoApagarUnidadeRepository.java,Carlos Augusto Costa Bastos,,,,2023-03-09,58361,3
